Team,Year,Week,Opponent,TotalDVOA,OffenseDVOA,OffPassDVOA,OffRushDVOA,DefenseDVOA,DefPassDVOA,DefRushDVOA,STDVOA
CIN,2018,7,KC,-0.973,-0.563,-0.495,-0.512,0.334,0.378,0.279,-0.076
CLE,2018,7,TB,0.01,-0.279,-0.058,-0.457,-0.208,-0.358,0.028,0.081
DAL,2018,7,WAS,-0.206,-0.073,0.143,-0.324,0.071,0.695,-0.295,-0.062
DEN,2018,7,ARI,0.715,0.154,0.262,0.054,-0.498,-0.607,-0.3,0.063
DET,2018,7,MIA,0.098,0.337,0.71,0.129,0.274,0.383,0.086,0.035
HOU,2018,7,JAC,0.358,0.049,0.312,0.128,-0.313,-0.141,-0.642,-0.005
IND,2018,7,BUF,0.77,0.433,0.731,0.21,-0.343,-0.605,0.02,-0.005
JAC,2018,7,HOU,-0.439,-0.411,-0.379,-0.47,0.014,-0.003,0.023,-0.015
KC,2018,7,CIN,0.643,0.445,0.735,0.173,-0.286,-0.316,-0.238,-0.089
LARM,2018,7,SF,0.706,0.177,0.155,0.192,-0.473,-0.902,-0.024,0.057
MIA,2018,7,DET,-0.215,0.196,0.222,0.281,0.362,0.656,0.193,-0.049
MIN,2018,7,NYJ,0.309,-0.101,0.099,-0.237,-0.342,-0.609,0.06,0.067
NE,2018,7,CHI,0.367,0.31,0.513,0.011,0.107,0.022,0.274,0.164
NO,2018,7,BAL,0.185,0.241,0.726,0.017,0.102,0.28,-0.186,0.045
NYG,2018,7,ATL,-0.143,0.047,0.38,-0.325,0.223,0.409,-0.109,0.033
NYJ,2018,7,MIN,-0.458,-0.413,-0.659,-0.064,0.016,0.082,-0.121,-0.029
PHI,2018,7,CAR,-0.455,-0.145,0.299,-0.574,0.241,0.218,0.298,-0.069
SD,2018,7,TEN,0.151,0.262,0.702,-0.483,0.057,0.22,-0.104,-0.054
SF,2018,7,LARM,-0.928,-0.736,-1.08,-0.32,0.08,0.23,-0.022,-0.112
TB,2018,7,CLE,-0.16,-0.152,-0.158,-0.026,-0.066,0.095,-0.278,-0.074
TEN,2018,7,SD,0.055,0.103,0.217,0.06,0.088,0.446,-0.534,0.041
WAS,2018,7,DAL,0.13,0.012,0.378,-0.154,-0.112,0.007,-0.255,0.007
ARI,2018,8,SF,-0.166,-0.285,-0.312,-0.021,-0.101,0.088,-0.264,0.018
BAL,2018,8,CAR,-0.549,-0.292,-0.369,0.104,0.286,0.66,-0.076,0.03
BUF,2018,8,NE,-0.171,-0.344,-0.125,-0.636,-0.097,-0.047,-0.181,0.076
CAR,2018,8,BAL,0.687,0.572,0.986,0.277,-0.099,-0.208,0.148,0.016
CHI,2018,8,NYJ,0.227,0.244,0.358,0.15,-0.076,0.262,-0.41,-0.093
CIN,2018,8,TB,0.477,0.284,0.507,0.05,-0.147,-0.275,0.102,0.046
CLE,2018,8,PIT,-0.19,-0.031,0.187,-0.334,0.106,0.041,0.178,-0.052
DEN,2018,8,KC,-0.111,-0.077,-0.198,0.107,-0.051,0.262,-0.571,-0.086
DET,2018,8,SEA,-0.305,-0.015,0.105,-0.443,0.231,0.993,-0.141,-0.059
GB,2018,8,LARM,0.407,0.234,0.282,0.155,-0.157,0.149,-0.514,0.016
HOU,2018,8,MIA,0.293,0.403,1.32,-0.107,0.07,0.056,0.092,-0.039
IND,2018,8,OAK,-0.114,0.375,0.443,0.38,0.505,0.964,0.023,0.016
JAC,2018,8,PHI,-0.029,-0.056,-0.104,0.141,0.154,0.188,0.109,0.18
KC,2018,8,DEN,0.187,0.224,1.131,-0.453,0.009,-0.192,0.211,-0.027
LARM,2018,8,GB,-0.069,-0.008,0.287,-0.345,0.075,0.1,0.033,0.014
MIA,2018,8,HOU,-0.292,0.098,-0.065,0.349,0.481,1.385,-0.003,0.091
MIN,2018,8,NO,0.237,0.131,0.198,-0.004,-0.192,-0.166,-0.212,-0.086
NE,2018,8,BUF,0.142,0.227,0.453,-0.056,-0.048,0.23,-0.566,-0.133
NO,2018,8,MIN,0.186,0.098,0.24,-0.017,0.004,0.092,-0.165,0.092
NYG,2018,8,WAS,-0.476,-0.318,-0.069,-0.534,0.218,0.468,-0.045,0.06
NYJ,2018,8,CHI,-0.317,-0.133,0.488,-0.284,0.211,0.278,0.155,0.028
OAK,2018,8,IND,0.219,0.567,1.101,0.03,0.312,0.402,0.243,-0.036
PHI,2018,8,JAC,0.091,0.255,0.454,0.102,0.131,0.155,0.072,-0.033
PIT,2018,8,CLE,0.366,0.254,0.364,0.211,-0.078,0.135,-0.386,0.034
SEA,2018,8,DET,0.364,0.331,0.913,0.036,0.026,0.162,-0.42,0.06
SF,2018,8,ARI,-0.548,-0.301,0.076,-0.521,0.243,0.343,0.056,-0.004
TB,2018,8,CIN,-0.488,-0.174,-0.266,0.09,0.301,0.561,0.021,-0.014
WAS,2018,8,NYG,0.255,0.004,0.307,-0.091,-0.25,-0.193,-0.423,0
ATL,2018,9,WAS,0.353,0.69,0.981,0.516,0.38,0.442,0.226,0.042
BAL,2018,9,PIT,-0.01,0.036,0.17,-0.027,0.115,0.184,0,0.069
BUF,2018,9,CHI,-0.485,-0.496,-0.563,-0.363,-0.02,0.141,-0.144,-0.009
CAR,2018,9,TB,0.535,0.355,0.44,0.383,-0.147,-0.082,-0.296,0.033
CHI,2018,9,BUF,0.5,0.002,0.392,-0.031,-0.445,-0.457,-0.429,0.053
CLE,2018,9,KC,-0.681,0.058,0.244,-0.163,0.685,0.919,0.408,-0.054
DAL,2018,9,TEN,-0.479,-0.225,-0.09,-0.2,0.176,0.348,0.036,-0.079
DEN,2018,9,HOU,0.029,0.037,0.253,-0.004,-0.085,0.336,-0.382,-0.093
DET,2018,9,MIN,-0.337,-0.306,-0.173,-0.403,0.013,0.03,-0.003,-0.018
GB,2018,9,NE,-0.154,-0.049,0.129,-0.248,0.121,0.142,0.096,0.016
HOU,2018,9,DEN,0.037,0.07,0.85,-0.4,0.055,0.265,-0.309,0.022
KC,2018,9,CLE,1.138,1.192,1.901,0.559,0.093,0.179,-0.042,0.039
LARM,2018,9,NO,0.313,0.497,0.613,0.273,0.204,0.595,-0.193,0.021
MIA,2018,9,NYJ,-0.112,-0.451,-0.314,-0.614,-0.323,-0.432,-0.141,0.016
MIN,2018,9,DET,0.189,-0.227,-0.056,-0.229,-0.369,-0.35,-0.399,0.046
NE,2018,9,GB,0.414,0.189,0.204,0.172,-0.119,0.033,-0.374,0.106
NO,2018,9,LARM,0.226,0.39,0.896,-0.149,0.157,0.369,-0.234,-0.007
NYJ,2018,9,MIA,-0.241,-0.636,-0.742,-0.32,-0.409,-0.26,-0.59,-0.014
OAK,2018,9,SF,-1.108,-0.512,-0.781,-0.148,0.452,1.19,-0.081,-0.144
PIT,2018,9,BAL,0.272,0.406,0.556,0.16,0.077,0.095,0.038,-0.057
SD,2018,9,SEA,0.304,0.395,0.729,0.326,-0.099,-0.086,-0.111,-0.191
SEA,2018,9,SD,-0.101,0.051,0.273,0.116,0.218,0.299,0.126,0.066
SF,2018,9,OAK,0.471,0.117,1.044,-0.388,-0.269,-0.54,0.045,0.085
TB,2018,9,CAR,-0.436,-0.165,0.036,-0.392,0.308,0.421,0.205,0.036
TEN,2018,9,DAL,0.29,0.28,0.464,0.209,-0.105,0.003,-0.237,-0.094
WAS,2018,9,ATL,-0.497,0.036,0.038,0.033,0.575,0.601,0.532,0.042
ARI,2018,10,KC,-0.093,-0.322,-0.623,0.033,-0.161,-0.27,-0.009,0.067
ATL,2018,10,CLE,-0.449,0.093,0.257,-0.32,0.58,0.976,0.289,0.039
BUF,2018,10,NYJ,0.616,0.219,0.776,-0.072,-0.364,-0.615,0.036,0.033
CAR,2018,10,PIT,-0.913,-0.241,-0.239,-0.185,0.653,1.317,0.084,-0.018
CHI,2018,10,DET,0.537,0.49,0.877,-0.101,-0.286,-0.283,-0.29,-0.24
CIN,2018,10,NO,-0.468,-0.135,-0.275,0.333,0.363,0.632,0.206,0.031
CLE,2018,10,ATL,0.401,0.33,1.024,0.119,-0.073,0.006,-0.271,-0.002
DAL,2018,10,PHI,-0.049,0.182,0.269,0.193,0.133,0.238,-0.13,-0.098
DET,2018,10,CHI,-0.352,0.007,0.139,-0.152,0.44,0.856,-0.209,0.081
GB,2018,10,MIA,0.556,0.339,0.267,0.631,-0.234,-0.412,0.059,-0.018
IND,2018,10,JAC,0.034,0.327,0.719,-0.146,0.182,0.609,-0.259,-0.111
JAC,2018,10,IND,-0.014,0.086,0.413,-0.191,0.1,0.399,-0.26,0.001
KC,2018,10,ARI,0.168,0.226,0.388,0.124,0.064,-0.099,0.268,0.006
LARM,2018,10,SEA,0.247,0.525,0.511,0.858,0.279,0.036,0.452,0.001
MIA,2018,10,GB,-0.844,-0.507,-0.807,0.06,0.312,0.196,0.442,-0.025
NE,2018,10,TEN,-0.508,-0.284,-0.048,-0.522,0.246,0.617,-0.014,0.022
NO,2018,10,CIN,0.515,0.433,0.964,0.212,-0.024,-0.296,0.384,0.058
NYG,2018,10,SF,-0.006,0.013,0.32,-0.28,0.055,0.047,0.064,0.036
NYJ,2018,10,BUF,-0.684,-0.297,-0.457,-0.05,0.379,0.872,0.11,-0.009
OAK,2018,10,SD,-0.216,-0.143,-0.1,-0.209,0.071,0.227,-0.069,-0.001
PHI,2018,10,DAL,0.207,0.279,0.432,-0.093,0.175,0.248,0.093,0.103
PIT,2018,10,CAR,1.077,0.774,1.626,0.06,-0.182,-0.104,-0.279,0.122
SD,2018,10,OAK,0.355,0.162,0.308,0.033,-0.174,-0.184,-0.157,0.02
SEA,2018,10,LARM,0.1,0.353,0.356,0.495,0.295,0.225,0.435,0.042
SF,2018,10,NYG,-0.054,-0.074,0.034,-0.028,0.025,0.336,-0.372,0.046
TB,2018,10,WAS,-0.507,-0.164,-0.12,-0.156,0.174,0.334,-0.01,-0.169
TEN,2018,10,NE,0.656,0.244,0.652,0.046,-0.374,-0.279,-0.543,0.038
WAS,2018,10,TB,0.086,-0.101,0.015,-0.074,-0.086,-0.112,-0.044,0.101
ARI,2018,11,OAK,-0.411,-0.377,-0.672,0.048,0.112,0.16,0.073,0.079
ATL,2018,11,DAL,0.24,0.23,0.293,0.119,0.054,0.134,-0.02,0.063
BAL,2018,11,CIN,-0.054,-0.004,-0.353,0.169,0.035,0.178,-0.237,-0.015
CAR,2018,11,DET,-0.172,0.037,0.136,-0.078,0.055,0.126,-0.034,-0.155
CHI,2018,11,MIN,0.309,-0.015,0.095,-0.107,-0.279,-0.109,-0.748,0.046
CIN,2018,11,BAL,0.157,0.153,0.426,-0.103,0.041,-0.288,0.17,0.045
DAL,2018,11,ATL,-0.074,-0.094,-0.024,-0.105,0.014,0.025,-0.006,0.034
DEN,2018,11,SD,0.504,0.335,0.277,0.405,-0.17,-0.086,-0.301,-0.001
DET,2018,11,CAR,-0.06,-0.021,0.001,-0.049,0.182,0.388,-0.28,0.142
GB,2018,11,SEA,0.391,0.364,0.448,0.166,-0.021,0.048,-0.088,0.006
HOU,2018,11,WAS,-0.247,-0.376,-0.53,-0.256,-0.201,-0.384,0.027,-0.071
IND,2018,11,TEN,0.947,0.371,0.766,-0.063,-0.461,-0.46,-0.461,0.115
JAC,2018,11,PIT,0.077,-0.224,-0.838,0.037,-0.284,-0.326,-0.143,0.017
KC,2018,11,LARM,0.372,0.31,0.553,-0.067,0.011,0.098,-0.244,0.072
LARM,2018,11,KC,0.237,0.266,0.454,-0.126,-0.061,-0.033,-0.119,-0.09
MIN,2018,11,CHI,0.345,0.111,0.401,-0.691,-0.186,-0.191,-0.181,0.049
NO,2018,11,PHI,0.818,0.417,1.079,-0.01,-0.374,-0.533,0.082,0.027
NYG,2018,11,TB,0.31,0.31,0.405,0.302,0.089,0.179,0.007,0.09
OAK,2018,11,ARI,-0.259,0.001,0.375,-0.043,0.215,0.245,0.193,-0.045
PHI,2018,11,NO,-0.802,-0.403,-0.574,0.107,0.378,0.988,-0.132,-0.021
PIT,2018,11,JAC,-0.004,-0.126,-0.106,-0.029,-0.154,-0.49,-0.005,-0.032
SD,2018,11,DEN,-0.107,0.087,0.461,-0.189,0.22,0.227,0.21,0.025
SEA,2018,11,GB,-0.216,-0.117,0.119,0.001,0.159,0.264,-0.093,0.06
TB,2018,11,NYG,-0.272,0.134,0.337,-0.046,0.354,0.409,0.319,-0.052
TEN,2018,11,IND,-0.943,-0.551,-0.661,-0.422,0.347,0.672,-0.014,-0.045
WAS,2018,11,HOU,0.197,-0.213,-0.598,0.313,-0.405,-0.748,-0.131,0.005
ARI,2018,12,SD,-0.934,-0.486,-0.584,-0.411,0.361,0.268,0.46,-0.087
ATL,2018,12,NO,-0.508,-0.382,-0.35,-0.476,0.177,0.198,0.16,0.052
BAL,2018,12,OAK,0.315,-0.083,-0.504,0.32,-0.104,-0.202,0.059,0.294
BUF,2018,12,JAC,0.194,0.297,0.676,0.13,0,-0.344,0.168,-0.102
CAR,2018,12,SEA,0.022,0.109,0.17,0.051,0.082,0.671,-0.564,-0.006
CHI,2018,12,DET,0.03,-0.175,-0.102,-0.286,-0.219,-0.4,0.056,-0.014
CIN,2018,12,CLE,-0.33,-0.017,0.231,0.147,0.344,1.29,-0.29,0.031
CLE,2018,12,CIN,0.175,0.356,1.438,-0.355,0.122,0.129,0.107,-0.059
DAL,2018,12,WAS,0.196,0.03,0.168,-0.046,-0.203,-0.333,0.044,-0.038
DEN,2018,12,PIT,0.724,0.444,0.49,0.382,-0.168,-0.218,0.009,0.113
DET,2018,12,CHI,-0.103,-0.101,-0.228,0.244,-0.032,0.081,-0.351,-0.034
GB,2018,12,MIN,-0.116,0.142,0.207,0.123,0.289,0.658,-0.19,0.032
HOU,2018,12,TEN,0.305,0.38,0.529,0.262,0.111,0.552,-0.37,0.036
IND,2018,12,MIA,-0.143,-0.02,0.142,-0.177,0.032,0.123,-0.076,-0.091
JAC,2018,12,BUF,-0.243,-0.039,-0.338,0.265,0.252,0.671,0.055,0.049
MIA,2018,12,IND,-0.037,-0.091,0.048,0.125,-0.027,0.081,-0.18,0.027
MIN,2018,12,GB,0.035,0.116,0.538,-0.371,-0.017,0.034,-0.1,-0.098
NE,2018,12,NYJ,0.256,0.351,0.853,0.132,0.124,0.112,0.154,0.028
NO,2018,12,ATL,0.738,0.256,0.329,0.194,-0.496,-0.458,-0.601,-0.014
NYG,2018,12,PHI,0.211,0.13,0.237,0.24,0.122,0.342,-0.067,0.204
NYJ,2018,12,NE,-0.196,-0.066,0.002,0.034,0.24,0.516,0.068,0.11
OAK,2018,12,BAL,-0.264,0.013,0.039,0.105,0.11,-0.266,0.317,-0.166
PHI,2018,12,NYG,-0.072,0.106,0.534,-0.127,0.121,0.105,0.152,-0.056
PIT,2018,12,DEN,-0.432,0.014,0.032,0.085,0.315,0.414,0.177,-0.132
SD,2018,12,ARI,0.79,0.589,0.755,0.418,-0.189,-0.151,-0.218,0.012
SEA,2018,12,CAR,0.068,0.169,0.871,-0.486,0.115,0.213,0.014,0.014
SF,2018,12,TB,-0.718,-0.347,-0.422,-0.046,0.371,0.714,-0.03,-0.001
TB,2018,12,SF,0.515,0.392,0.814,0.013,-0.037,-0.206,0.146,0.086
TEN,2018,12,HOU,-0.352,-0.032,0.394,-0.121,0.359,0.453,0.287,0.039
WAS,2018,12,DAL,-0.346,-0.361,-0.535,0.209,0.144,0.278,0.012,0.158
ARI,2018,13,GB,-0.013,-0.153,-0.271,0.254,-0.066,0.032,-0.258,0.074
ATL,2018,13,BAL,-0.028,-0.21,-0.211,-0.207,-0.112,0.034,-0.201,0.07
BAL,2018,13,ATL,0.301,-0.19,-0.028,-0.241,-0.447,-0.553,-0.267,0.044
BUF,2018,13,MIA,-0.172,-0.165,-0.084,-0.106,-0.073,0.361,-0.603,-0.08
CAR,2018,13,TB,-0.385,-0.228,-0.528,0.592,0.121,0.414,-0.247,-0.036
CHI,2018,13,NYG,-0.329,-0.539,-0.558,-0.384,-0.217,-0.127,-0.339,-0.007
CIN,2018,13,DEN,-0.436,-0.229,-0.12,-0.148,0.194,0.313,0.116,-0.013
CLE,2018,13,HOU,0.115,0.134,0.075,0.359,-0.002,-0.086,0.063,-0.021
DAL,2018,13,NO,0.724,-0.066,-0.141,0.024,-0.728,-1.067,-0.308,0.062
DEN,2018,13,CIN,0.445,0.137,0.171,0.208,-0.256,-0.3,-0.189,0.052
DET,2018,13,LARM,-0.046,-0.194,0.015,-0.383,-0.123,-0.238,0,0.025
GB,2018,13,ARI,-0.252,0.107,0.281,-0.114,0.358,0.332,0.381,-0.001
HOU,2018,13,CLE,-0.189,0.026,0.185,-0.045,0.326,0.381,0.129,0.111
IND,2018,13,JAC,-0.112,-0.323,-0.159,-0.832,-0.227,0.121,-0.549,-0.016
JAC,2018,13,IND,0.21,-0.375,-0.148,-0.512,-0.516,-0.411,-0.851,0.068
KC,2018,13,OAK,0.137,0.414,0.59,0.288,0.241,0.476,-0.015,-0.035
LARM,2018,13,DET,0.142,-0.024,-0.243,0.284,-0.097,0.025,-0.234,0.069
MIA,2018,13,BUF,0.019,0.078,0.733,-0.529,0.132,0.31,-0.035,0.073
MIN,2018,13,NE,-0.327,-0.131,-0.246,0.195,0.153,0.344,0.006,-0.042
NE,2018,13,MIN,0.626,0.41,0.856,0.194,-0.234,-0.396,0.244,-0.018
NO,2018,13,DAL,-0.401,-0.51,-0.812,-0.12,-0.139,-0.096,-0.19,-0.03
NYG,2018,13,CHI,0.677,0.161,0.325,-0.055,-0.277,-0.326,-0.21,0.239
NYJ,2018,13,TEN,-0.16,-0.25,-0.349,-0.162,0.037,0.039,0.034,0.127
OAK,2018,13,KC,0.116,0.227,0.63,-0.198,0.163,0.225,0.085,0.053
PHI,2018,13,WAS,0.476,0.011,0.388,-0.26,-0.358,-0.336,-0.387,0.107
PIT,2018,13,SD,0.111,0.294,0.358,0.161,0.056,0.362,-0.393,-0.127
SD,2018,13,PIT,0.419,0.383,0.752,-0.136,0.082,0.1,0.043,0.118
SEA,2018,13,SF,0.479,0.438,0.805,0.278,0.086,0.375,-0.442,0.127
SF,2018,13,SEA,-0.686,-0.322,0.073,-0.618,0.311,0.649,0.065,-0.053
TB,2018,13,CAR,0.295,0.17,0.585,-0.331,-0.102,-0.319,0.441,0.023
TEN,2018,13,NYJ,-0.037,-0.019,0.006,0.048,-0.121,-0.18,-0.067,-0.139
WAS,2018,13,PHI,-0.762,-0.79,-0.685,-0.366,0.076,0.215,-0.094,0.103
ARI,2018,14,DET,-0.519,-0.608,-0.456,-0.805,-0.105,-0.223,-0.017,-0.016
ATL,2018,14,GB,-0.198,-0.21,-0.172,-0.081,0.021,0.053,-0.025,0.034
BAL,2018,14,KC,0.55,0.088,0.284,-0.014,-0.285,-0.325,-0.218,0.176
BUF,2018,14,NYJ,-0.454,-0.211,-0.497,0.229,-0.017,0.224,-0.213,-0.26
CAR,2018,14,CLE,-0.162,0.088,0.271,0.014,0.266,0.3,0.237,0.015
CHI,2018,14,LARM,0.472,-0.366,-0.726,0.018,-0.854,-1.055,-0.314,-0.015
CIN,2018,14,SD,0.119,-0.055,0.309,-0.008,-0.078,-0.03,-0.127,0.096
CLE,2018,14,CAR,0.405,0.266,0.212,0.308,-0.021,0.056,-0.139,0.119
DAL,2018,14,PHI,0.05,-0.031,0.207,-0.297,-0.075,0.221,-0.711,0.006
DEN,2018,14,SF,-0.318,-0.32,-0.543,0.038,-0.071,0.049,-0.257,-0.069
DET,2018,14,ARI,-0.138,-0.125,-0.138,-0.115,-0.003,0.351,-0.611,-0.016
GB,2018,14,ATL,0.083,0.019,0.123,0.099,-0.02,-0.053,0.034,0.044
HOU,2018,14,IND,-0.274,-0.162,-0.075,-0.016,0.168,0.37,-0.206,0.056
IND,2018,14,HOU,0.275,0.2,0.429,0.002,-0.109,-0.128,-0.082,-0.035
JAC,2018,14,TEN,-0.457,-0.252,-0.286,-0.202,0.281,0.234,0.318,0.076
KC,2018,14,BAL,-0.122,0.176,0.349,0.065,0.102,0.175,0.062,-0.195
LARM,2018,14,CHI,-0.109,-0.461,-0.575,0.105,-0.35,-0.789,0.058,0.002
MIA,2018,14,NE,0.457,0.738,0.76,0.715,0.011,0.308,-0.431,-0.27
MIN,2018,14,SEA,0.041,-0.134,-0.064,-0.14,-0.244,-0.965,0.116,-0.069
NE,2018,14,MIA,-0.585,0.066,0.471,-0.443,0.617,0.654,0.579,-0.034
NO,2018,14,TB,0.003,-0.219,-0.188,-0.207,-0.185,-0.217,-0.133,0.037
NYG,2018,14,WAS,0.618,0.083,0.415,-0.125,-0.444,-0.634,-0.2,0.091
NYJ,2018,14,BUF,0.155,0.032,0.439,-0.23,0.053,-0.095,0.227,0.177
OAK,2018,14,PIT,0.065,0.082,0.675,-0.342,0.011,0.269,-0.477,-0.005
PHI,2018,14,DAL,-0.052,-0.014,0.292,-0.716,0.076,0.366,-0.293,0.038
PIT,2018,14,OAK,-0.276,-0.001,0.253,-0.473,0.117,0.512,-0.333,-0.157
SD,2018,14,CIN,0.117,0.031,0.204,-0.142,0.005,0.188,-0.127,0.091
SEA,2018,14,MIN,0.258,-0.031,-0.782,0.33,-0.197,-0.255,-0.108,0.092
SF,2018,14,DEN,0.158,-0.102,0.245,-0.376,-0.242,-0.285,-0.174,0.018
TB,2018,14,NO,-0.034,-0.053,0.023,0.033,-0.29,-0.333,-0.242,-0.271
TEN,2018,14,JAC,0.403,0.406,0.324,0.468,-0.061,0.021,-0.187,-0.064
WAS,2018,14,NYG,-1.032,-0.959,-1.349,-0.292,0.093,0.086,0.098,0.02
ARI,2018,15,ATL,-1.01,-0.851,-1.065,-0.342,0.226,0.119,0.359,0.067
ATL,2018,15,ARI,0.28,0.168,0.257,0.131,-0.154,-0.203,-0.083,-0.042
BAL,2018,15,TB,0.142,-0.007,-0.164,0.125,-0.181,-0.535,0.182,-0.033
BUF,2018,15,DET,-0.02,0.064,0.422,-0.158,0.058,0.176,-0.049,-0.027
CAR,2018,15,NO,-0.121,-0.204,-0.416,0.135,-0.169,-0.495,0.124,-0.086
CHI,2018,15,GB,0.298,-0.108,0.536,-0.42,-0.2,-0.211,-0.178,0.207
CIN,2018,15,OAK,0.192,-0.231,-0.445,-0.012,-0.195,-0.106,-0.409,0.227
CLE,2018,15,DEN,0.274,0.058,0.217,-0.12,-0.173,0.003,-0.55,0.042
DAL,2018,15,IND,-0.414,-0.298,-0.407,-0.11,0.076,0.219,-0.034,-0.041
DEN,2018,15,CLE,-0.014,-0.102,0.112,-0.541,-0.068,-0.032,-0.109,0.02
DET,2018,15,BUF,0.058,0.295,0.594,0.034,0.178,0.83,-0.242,-0.059
GB,2018,15,CHI,-0.003,0.158,0.163,0.264,0.154,0.588,-0.24,-0.007
HOU,2018,15,NYJ,0.068,-0.092,0.178,-0.629,0.015,0.324,-0.293,0.175
IND,2018,15,DAL,0.495,0.269,0.433,0.146,-0.207,-0.222,-0.18,0.019
JAC,2018,15,WAS,-0.175,-0.567,-1.51,0.142,-0.1,0.256,-0.384,0.291
KC,2018,15,SD,0.527,0.293,0.504,0.077,-0.111,-0.26,0.103,0.122
LARM,2018,15,PHI,-0.018,0.092,0.079,0.263,0.096,0.152,0.05,-0.014
MIA,2018,15,MIN,-0.887,-0.35,-0.808,0.317,0.326,0.168,0.416,-0.212
MIN,2018,15,MIA,0.674,0.103,0.1,0.225,-0.376,-0.839,0.239,0.196
NE,2018,15,PIT,0.072,0.074,0.303,0.252,0.046,-0.117,0.288,0.044
NO,2018,15,CAR,0.415,-0.055,-0.242,0.266,-0.386,-0.466,-0.286,0.083
NYG,2018,15,TEN,-0.642,-0.584,-0.483,-0.589,0.032,-0.173,0.115,-0.026
NYJ,2018,15,HOU,0.118,-0.021,0.347,-0.185,-0.142,0.022,-0.478,-0.003
OAK,2018,15,CIN,-0.339,-0.398,-0.151,-0.533,-0.094,-0.126,-0.069,-0.034
PHI,2018,15,LARM,0.298,0.035,0.359,-0.028,-0.167,-0.184,-0.121,0.096
PIT,2018,15,NE,0.115,0.131,0.011,0.302,-0.004,-0.033,0.042,-0.019
SD,2018,15,KC,0.121,0.071,0.028,0.132,-0.133,-0.121,-0.15,-0.083
SEA,2018,15,SF,-0.378,0.032,0.18,-0.073,0.198,0.561,-0.297,-0.212
SF,2018,15,SEA,0.493,0.103,0.664,-0.441,-0.083,0.145,-0.255,0.307
TB,2018,15,BAL,-0.114,0.011,-0.253,0.272,0.117,-0.032,0.206,-0.008
TEN,2018,15,NYG,0.469,-0.012,-0.375,0.187,-0.482,-0.449,-0.556,0
WAS,2018,15,JAC,0.043,-0.133,0.197,-0.313,-0.374,-1.148,0.22,-0.198
ARI,2018,16,LARM,-0.672,-0.326,-0.252,-0.231,0.269,0.096,0.364,-0.078
ATL,2018,16,CAR,0.483,0.234,0.214,0.263,-0.264,-0.353,-0.097,-0.016
BAL,2018,16,SD,0.436,-0.063,0.611,-0.401,-0.496,-0.59,-0.313,0.003
BUF,2018,16,NE,-0.126,-0.333,-0.347,-0.302,-0.274,-1.098,0.15,-0.068
CAR,2018,16,ATL,-0.464,-0.391,-0.525,-0.002,0.162,0.109,0.24,0.09
CHI,2018,16,SF,0.182,0.101,0.301,-0.012,-0.17,-0.217,-0.075,-0.089
CIN,2018,16,CLE,-0.547,-0.087,0.268,-0.264,0.506,0.669,0.274,0.046
CLE,2018,16,CIN,0.404,0.502,0.682,0.251,-0.025,0.176,-0.172,-0.124
DAL,2018,16,TB,-0.215,-0.238,-0.003,-0.432,0.012,0.218,-0.36,0.035
DEN,2018,16,OAK,-0.881,-0.306,-0.052,-0.393,0.237,0.215,0.261,-0.338
DET,2018,16,MIN,-0.431,-0.284,-0.185,-0.37,0.115,0.539,-0.308,-0.032
GB,2018,16,NYJ,-0.483,0.324,0.356,0.496,0.5,1.007,-0.272,-0.306
HOU,2018,16,PHI,0.143,0.116,0.392,-0.083,-0.018,0.213,-0.519,0.009
IND,2018,16,NYG,0.173,0.175,0.351,-0.024,0.092,0.414,-0.281,0.089
JAC,2018,16,MIA,0.035,-0.356,-0.724,-0.001,-0.364,-0.127,-0.655,0.026
KC,2018,16,SEA,0.142,0.214,0.351,0.376,0.259,0.46,0.083,0.187
LARM,2018,16,ARI,0.215,0.47,0.317,0.558,0.266,0.399,0.073,0.011
MIA,2018,16,JAC,-0.508,-0.448,-0.037,-0.594,-0.07,-0.254,0.082,-0.129
MIN,2018,16,DET,0.385,-0.032,0.437,-0.347,-0.368,-0.354,-0.391,0.048
NE,2018,16,BUF,0.157,0.01,-0.638,0.38,-0.087,-0.004,-0.264,0.06
NO,2018,16,PIT,0.214,0.271,0.46,0.024,0.051,0.246,-0.513,-0.006
NYG,2018,16,IND,0.001,0.111,0.47,-0.153,0.115,0.202,-0.101,0.005
NYJ,2018,16,GB,0.345,0.259,0.844,-0.436,0.263,0.256,0.281,0.349
OAK,2018,16,DEN,0.591,0.206,0.316,0.204,-0.078,0.209,-0.456,0.308
PHI,2018,16,HOU,-0.009,0.037,0.339,-0.404,0.045,0.126,-0.14,-0.002
PIT,2018,16,NO,0.04,0.108,0.305,-0.364,0.083,0.215,-0.151,0.015
SD,2018,16,BAL,0.03,-0.137,-0.103,-0.055,-0.12,0.451,-0.515,0.047
SEA,2018,16,KC,0.162,0.267,0.687,0.023,-0.044,-0.136,0.131,-0.148
SF,2018,16,CHI,-0.255,-0.081,0.05,0.004,0.201,0.339,0.047,0.026
TB,2018,16,DAL,-0.026,-0.05,0.296,-0.473,-0.024,0.232,-0.318,0
TEN,2018,16,WAS,0.137,0.13,0.341,-0.06,0.062,0.198,-0.022,0.07
WAS,2018,16,TEN,-0.046,-0.059,0.022,0.036,0.064,0.255,-0.112,0.077
ARI,2018,17,SEA,0.075,-0.452,-0.616,-0.177,-0.304,-0.718,-0.007,0.223
