Team,Year,Week,Opponent,TotalDVOA,OffenseDVOA,OffPassDVOA,OffRushDVOA,DefenseDVOA,DefPassDVOA,DefRushDVOA,STDVOA
CIN,2016,3,DEN,0.014,0.306,0.567,0.161,0.244,0.56,-0.262,-0.048
CLE,2016,3,MIA,-0.402,-0.177,-0.24,0.265,0.03,-0.035,0.12,-0.196
DAL,2016,3,CHI,0.207,0.388,0.633,0.257,0.119,0.306,-0.363,-0.062
DEN,2016,3,CIN,0.219,0.185,0.655,-0.423,0.018,-0.069,0.099,0.052
DET,2016,3,GB,-0.486,0.039,0.439,-0.416,0.468,0.738,0.127,-0.056
GB,2016,3,DET,0.596,0.597,0.852,0.279,0.035,0.313,-0.388,0.034
HOU,2016,3,NE,-0.283,-0.287,-0.419,-0.115,-0.117,-0.47,0.094,-0.113
IND,2016,3,SD,-0.006,-0.079,0.096,-0.133,-0.052,0.072,-0.345,0.021
JAC,2016,3,BAL,0.043,-0.217,-0.112,-0.398,-0.281,-0.417,-0.012,-0.02
KC,2016,3,NYJ,0.58,-0.063,0.301,-0.456,-0.581,-0.819,-0.131,0.063
LARM,2016,3,TB,-0.098,-0.019,0.099,-0.004,0.098,0.086,0.124,0.019
MIA,2016,3,CLE,-0.114,-0.145,-0.177,0.081,0.071,-0.041,0.221,0.102
MIN,2016,3,CAR,0.527,0.046,0.374,-0.372,-0.288,-0.567,0.045,0.192
NE,2016,3,HOU,0.401,0.104,0.127,0.206,-0.047,-0.033,-0.066,0.25
NO,2016,3,ATL,-0.067,0.186,0.16,0.247,0.243,0.01,0.526,-0.01
NYG,2016,3,WAS,0.117,0.031,-0.2,0.412,-0.186,0.135,-0.551,-0.101
NYJ,2016,3,KC,-0.725,-0.794,-1.106,-0.146,-0.109,0.288,-0.642,-0.04
OAK,2016,3,TEN,0.419,0.094,0.186,0.078,-0.249,-0.529,-0.001,0.076
PHI,2016,3,PIT,0.863,0.364,0.954,0.067,-0.445,-0.416,-0.58,0.054
PIT,2016,3,PHI,-0.788,-0.239,-0.129,-0.521,0.456,0.948,-0.005,-0.092
SD,2016,3,IND,-0.154,-0.206,-0.003,-0.56,-0.131,-0.005,-0.318,-0.079
SEA,2016,3,SF,0.368,-0.047,0.065,-0.099,-0.321,-0.546,-0.153,0.093
SF,2016,3,SEA,-0.644,-0.374,-0.928,0.095,0.13,0.088,0.168,-0.14
TB,2016,3,LARM,-0.204,0.09,0.167,0.144,0.205,0.242,0.177,-0.089
TEN,2016,3,OAK,-0.182,-0.238,-0.539,0.083,-0.04,0.01,-0.105,0.017
WAS,2016,3,NYG,0.025,0.055,0.487,-0.305,0.124,-0.088,0.485,0.095
ARI,2016,4,LARM,-0.458,-0.24,-0.229,-0.091,0.123,0.555,-0.493,-0.095
ATL,2016,4,CAR,0.365,0.466,0.763,-0.022,0.129,0.288,-0.291,0.028
BAL,2016,4,OAK,-0.144,-0.076,-0.077,0.032,-0.049,0.287,-0.726,-0.116
BUF,2016,4,NE,0.797,0.279,0.383,0.159,-0.433,-0.2,-0.713,0.085
CAR,2016,4,ATL,-0.209,-0.102,0.142,-0.435,0.151,0.362,-0.179,0.044
CHI,2016,4,DET,0.275,0.177,0.49,-0.082,-0.432,-0.56,-0.221,-0.334
CIN,2016,4,MIA,0.348,-0.264,0.496,-0.707,-0.521,-0.743,-0.046,0.091
CLE,2016,4,WAS,-0.132,0.003,0.219,-0.091,0.191,0.102,0.285,0.056
DAL,2016,4,SF,-0.05,0.119,0.396,0.131,0.1,0.539,-0.209,-0.069
DEN,2016,4,TB,0.83,0.167,0.669,-0.342,-0.666,-0.847,-0.413,-0.003
DET,2016,4,CHI,-0.579,-0.511,-0.467,-0.414,0.331,0.616,-0.066,0.263
HOU,2016,4,TEN,0.16,-0.147,-0.168,-0.032,-0.175,-0.267,-0.106,0.132
IND,2016,4,JAC,-0.157,-0.091,-0.202,0.181,0.139,0.209,0.049,0.073
JAC,2016,4,IND,0.246,-0.006,0.156,-0.211,-0.209,-0.336,-0.006,0.043
KC,2016,4,PIT,-0.988,-0.311,-0.094,-0.68,0.591,0.871,0.222,-0.086
LARM,2016,4,ARI,0.188,-0.053,0.357,-0.594,-0.15,-0.05,-0.319,0.091
MIA,2016,4,CIN,-0.357,-0.502,-0.707,-0.079,-0.145,0.482,-0.637,0
MIN,2016,4,NYG,0.173,0.265,0.508,0.072,0.079,0.041,0.149,-0.012
NE,2016,4,BUF,-0.578,-0.383,0.214,-0.842,0.034,0.3,-0.278,-0.16
NO,2016,4,SD,0.111,0.075,0.159,0.049,-0.007,0.137,-0.278,0.029
NYG,2016,4,MIN,-0.188,0.05,0.063,0.133,0.238,0.445,0.011,0
NYJ,2016,4,SEA,-0.546,-0.264,-0.369,-0.074,0.303,0.784,-0.294,0.021
OAK,2016,4,BAL,0.29,0.175,0.764,-0.517,0.083,0.11,0.036,0.197
PIT,2016,4,KC,0.994,0.635,1.119,0.121,-0.323,-0.246,-0.523,0.037
SD,2016,4,NO,0.049,-0.217,-0.083,-0.38,-0.228,-0.272,-0.18,0.038
SEA,2016,4,NYJ,0.539,0.232,0.781,-0.147,-0.185,-0.104,-0.337,0.122
SF,2016,4,DAL,0.042,0.139,0.451,0.006,0.082,0.163,0.017,-0.014
TB,2016,4,DEN,-0.737,-0.556,-0.405,-0.602,0.206,0.476,-0.121,0.025
TEN,2016,4,HOU,-0.369,-0.092,-0.038,0.023,0.099,0.177,-0.019,-0.177
WAS,2016,4,CLE,0.093,0.271,0.25,0.387,0.22,0.448,-0.043,0.042
ARI,2016,5,SF,0.03,-0.189,-0.268,-0.019,-0.115,-0.341,0.069,0.105
ATL,2016,5,DEN,0.419,0.182,0.592,-0.131,-0.19,-0.299,-0.051,0.046
BAL,2016,5,WAS,-0.123,-0.171,-0.201,0.012,-0.284,-0.151,-0.563,-0.236
BUF,2016,5,LARM,-0.049,0.058,-0.247,0.38,0.114,0.353,-0.106,0.007
CAR,2016,5,TB,-0.138,-0.018,0.042,0.165,-0.044,0.197,-0.242,-0.164
CHI,2016,5,IND,0.203,0.271,0.52,0.047,0.014,-0.011,0.077,-0.055
CIN,2016,5,DAL,-0.29,0.136,0.155,0.209,0.319,0.347,0.296,-0.106
CLE,2016,5,NE,-0.305,-0.233,0.092,-0.778,0.072,0.375,-0.247,-0.001
DAL,2016,5,CIN,0.302,0.513,0.618,0.522,0.204,0.204,0.204,-0.006
DEN,2016,5,ATL,-0.003,-0.317,-0.311,-0.251,-0.246,-0.292,-0.209,0.068
DET,2016,5,PHI,-0.103,0.006,0.361,-0.3,0.119,0.238,-0.079,0.01
GB,2016,5,NYG,0.204,0.158,0.008,0.365,-0.104,-0.054,-0.213,-0.059
HOU,2016,5,MIN,-0.939,-0.448,-0.485,-0.334,0.232,0.54,-0.023,-0.259
IND,2016,5,CHI,-0.285,-0.173,-0.021,0.066,0.369,0.496,0.114,0.257
LARM,2016,5,BUF,-0.258,-0.348,-0.131,-0.364,-0.049,-0.094,-0.002,0.041
MIA,2016,5,TEN,-0.476,-0.467,-0.961,0.079,0.223,0.135,0.277,0.215
MIN,2016,5,HOU,0.44,0.14,0.641,-0.181,-0.166,-0.239,0.053,0.134
NE,2016,5,CLE,0.219,0.171,0.64,-0.303,-0.138,0.35,-0.969,-0.09
NYG,2016,5,GB,0.069,-0.247,-0.156,-0.312,-0.214,-0.366,-0.001,0.102
NYJ,2016,5,PIT,-0.138,0.101,0.224,-0.121,0.151,0.48,-0.562,-0.087
OAK,2016,5,SD,-0.255,-0.014,0.186,0.051,0.241,0.617,-0.295,0
PHI,2016,5,DET,-0.072,-0.175,-0.127,-0.048,-0.068,0.112,-0.263,0.036
PIT,2016,5,NYJ,0.223,0.237,0.489,-0.296,0.164,0.343,-0.17,0.15
SD,2016,5,OAK,0.217,0.211,0.689,-0.347,-0.138,-0.164,-0.097,-0.131
SF,2016,5,ARI,-0.028,0.042,-0.283,0.299,-0.002,-0.015,0.008,-0.072
TB,2016,5,CAR,-0.294,-0.108,0.458,-0.291,0.111,0.049,0.181,-0.075
TEN,2016,5,MIA,0.623,0.41,0.455,0.384,-0.5,-0.847,-0.101,-0.288
WAS,2016,5,BAL,0.167,-0.069,0.141,-0.364,-0.017,-0.064,0.086,0.219
ARI,2016,6,NYJ,0.42,0.152,-0.038,0.441,-0.274,-0.193,-0.477,-0.006
ATL,2016,6,SEA,0.12,0.166,0.329,-0.027,0.031,0.119,-0.099,-0.016
BAL,2016,6,NYG,0.182,0.105,0.323,0.046,0.012,0.187,-0.465,0.089
BUF,2016,6,SF,0.444,0.259,0.31,0.226,-0.072,-0.051,-0.094,0.112
CAR,2016,6,NO,-0.146,0.101,0.073,0.147,0.188,0.445,-0.363,-0.059
CHI,2016,6,JAC,0.031,-0.047,-0.014,0.045,-0.01,-0.003,-0.025,0.068
CIN,2016,6,NE,-0.301,0.102,0.369,0.009,0.314,0.626,-0.133,-0.088
CLE,2016,6,TEN,-0.191,-0.025,0.295,-0.305,0.167,0.583,-0.151,0.001
DAL,2016,6,GB,0.556,0.159,0.295,0.045,-0.423,-0.206,-0.761,-0.026
DEN,2016,6,SD,-0.048,-0.096,-0.076,0.097,-0.072,0.192,-0.315,-0.024
DET,2016,6,LARM,-0.571,0.059,0.596,-0.317,0.65,1.094,0.077,0.02
GB,2016,6,DAL,-0.003,-0.243,0.019,-0.638,-0.112,-0.02,-0.193,0.128
HOU,2016,6,IND,0.067,0.075,0.058,0.181,-0.029,-0.037,-0.022,-0.038
IND,2016,6,HOU,-0.396,0.012,0.055,0.095,0.424,0.44,0.402,0.016
JAC,2016,6,CHI,-0.158,-0.187,-0.06,-0.227,0.017,0.074,-0.078,0.046
KC,2016,6,OAK,0.459,0.334,0.631,0.213,-0.193,-0.213,-0.154,-0.068
LARM,2016,6,DET,-0.072,0.12,0.426,-0.14,0.195,0.594,-0.291,0.002
MIA,2016,6,PIT,0.636,0.448,0.576,0.445,-0.255,-0.532,0.298,-0.067
NE,2016,6,CIN,0.697,0.558,1.208,-0.127,-0.04,0.17,-0.216,0.1
NO,2016,6,CAR,-0.073,0.262,0.637,-0.214,0.325,0.395,0.215,-0.009
NYG,2016,6,BAL,0.05,0.045,0.243,-0.479,0.07,0.214,-0.112,0.074
NYJ,2016,6,ARI,-0.803,-0.452,-0.313,-0.469,0.389,0.55,0.221,0.038
OAK,2016,6,KC,-0.405,-0.044,0.116,-0.346,0.303,0.57,0.129,-0.058
PHI,2016,6,WAS,-0.135,-0.357,-0.453,-0.029,0.06,-0.011,0.128,0.281
PIT,2016,6,MIA,-0.513,-0.107,-0.294,0.391,0.341,0.41,0.289,-0.065
SD,2016,6,DEN,0.167,0.105,0.724,-0.441,-0.053,-0.138,0.169,0.009
SEA,2016,6,ATL,0.347,0.103,0.273,-0.144,-0.302,-0.273,-0.362,-0.057
SF,2016,6,BUF,-0.569,-0.274,-0.325,-0.143,0.261,0.378,0.182,-0.033
TEN,2016,6,CLE,0.043,0.244,0.805,-0.164,0.228,0.509,-0.483,0.027
WAS,2016,6,PHI,0.309,0.392,0.547,0.329,-0.141,-0.228,-0.045,-0.224
ARI,2016,7,SEA,-0.037,-0.065,-0.065,-0.018,-0.305,-0.299,-0.313,-0.276
ATL,2016,7,SD,-0.045,-0.001,0.192,0.083,0.081,0.102,0.049,0.037
BAL,2016,7,NYJ,-0.543,-0.642,-0.587,-0.678,-0.03,0.23,-0.207,0.069
BUF,2016,7,MIA,-0.433,-0.119,0.054,-0.238,0.332,0.369,0.312,0.018
CHI,2016,7,GB,-0.403,-0.502,-0.644,-0.221,0.041,0.105,-0.142,0.14
CIN,2016,7,CLE,0.468,0.72,0.69,0.745,0.047,-0.192,0.322,-0.206
CLE,2016,7,CIN,-0.608,-0.023,-0.336,0.413,0.634,0.614,0.652,0.049
DEN,2016,7,HOU,0.37,0.254,0.404,0.218,-0.083,-0.113,-0.031,0.034
DET,2016,7,WAS,0.099,0.093,0.15,0.014,-0.066,0.107,-0.24,-0.06
GB,2016,7,CHI,0.495,0.105,0.339,-0.204,-0.513,-0.606,-0.385,-0.123
HOU,2016,7,DEN,-0.476,-0.113,-0.077,-0.175,0.289,0.234,0.33,-0.074
IND,2016,7,TEN,0.157,0.309,0.665,0.084,0.141,0.205,0.068,-0.011
JAC,2016,7,OAK,-0.286,-0.298,-0.28,-0.236,-0.123,-0.16,-0.084,-0.111
KC,2016,7,NO,0.154,0.216,0.834,-0.126,0.098,0.246,-0.164,0.035
LARM,2016,7,NYG,-0.209,-0.326,-0.324,-0.062,-0.096,-0.07,-0.142,0.021
MIA,2016,7,BUF,0.333,0.287,0.439,0.27,-0.179,0.022,-0.419,-0.134
MIN,2016,7,PHI,-0.425,-0.5,-0.659,-0.227,-0.246,-0.146,-0.364,-0.17
NE,2016,7,PIT,0.628,0.569,0.795,0.49,-0.178,-0.061,-0.374,-0.12
NO,2016,7,KC,-0.041,0.231,0.796,-0.086,0.285,0.765,-0.12,0.013
NYG,2016,7,LARM,-0.087,-0.168,-0.201,-0.113,-0.013,0.007,-0.058,0.068
NYJ,2016,7,BAL,0.068,-0.056,0.166,-0.072,-0.365,-0.235,-0.837,-0.242
OAK,2016,7,JAC,0.255,0.051,0.082,0.079,-0.112,-0.118,-0.095,0.092
PHI,2016,7,MIN,0.433,-0.34,-0.149,-0.386,-0.502,-0.851,-0.088,0.27
PIT,2016,7,NE,-0.297,-0.025,0.212,-0.067,0.259,0.241,0.273,-0.013
SD,2016,7,ATL,0.145,-0.03,0.082,-0.043,-0.188,-0.32,-0.052,-0.014
SEA,2016,7,ARI,-0.203,-0.169,-0.096,-0.214,-0.109,0.011,-0.244,-0.143
SF,2016,7,TB,-0.446,-0.171,-0.651,0.301,0.345,0.508,0.234,0.071
TB,2016,7,SF,0.339,0.251,0.609,0.014,-0.24,-0.622,0.149,-0.152
TEN,2016,7,IND,-0.194,0.078,0.247,0.035,0.32,0.628,-0.092,0.048
WAS,2016,7,DET,-0.403,-0.166,-0.002,-0.227,0.171,0.179,0.159,-0.067
ARI,2016,8,CAR,-0.175,-0.04,0.077,-0.264,0.116,0.349,-0.028,-0.019
ATL,2016,8,GB,0.341,0.415,0.641,0.016,0.001,0.035,-0.068,-0.073
BUF,2016,8,NE,-0.114,0.095,-0.003,0.219,0.049,0.21,-0.221,-0.159
CAR,2016,8,ARI,0.359,0.181,0.58,0.066,-0.088,-0.001,-0.4,0.091
CHI,2016,8,MIN,0.715,0.418,0.885,0.097,-0.209,-0.198,-0.23,0.089
CIN,2016,8,WAS,-0.013,0.103,0.089,0.117,0.084,0.29,-0.254,-0.032
CLE,2016,8,NYJ,-0.268,-0.068,-0.163,0.162,0.267,0.428,0.114,0.067
DAL,2016,8,PHI,0.219,0.135,0.227,0.097,-0.081,0.068,-0.299,0.003
DEN,2016,8,SD,0.093,-0.247,-0.223,-0.212,-0.385,-0.615,0.069,-0.045
DET,2016,8,HOU,0.224,0.309,0.522,-0.205,0.019,0.047,-0.009,-0.067
GB,2016,8,ATL,-0.032,0.087,0.182,-0.049,0.164,0.312,-0.088,0.044
HOU,2016,8,DET,-0.36,-0.253,-0.428,-0.089,0.083,0.153,-0.14,-0.024
IND,2016,8,KC,-0.31,-0.21,-0.414,0.194,-0.003,0.216,-0.361,-0.103
JAC,2016,8,TEN,-0.46,0.03,0.266,-0.73,0.467,1.306,0.08,-0.023
KC,2016,8,IND,0.279,-0.05,0.237,-0.454,-0.274,-0.47,0.092,0.055
MIN,2016,8,CHI,-0.457,-0.244,-0.124,-0.478,0.248,0.57,-0.054,0.035
NE,2016,8,BUF,0.356,0.213,0.655,-0.356,0.015,0.1,-0.097,0.158
NO,2016,8,SEA,-0.22,-0.004,0.282,-0.217,0.187,0.188,0.185,-0.029
NYJ,2016,8,CLE,-0.202,-0.055,-0.085,0.1,0.137,0.25,-0.137,-0.01
OAK,2016,8,TB,0.347,0.371,0.775,0.001,-0.098,-0.097,-0.1,-0.123
PHI,2016,8,DAL,0.252,-0.031,0.049,-0.145,-0.194,-0.281,-0.099,0.089
SD,2016,8,DEN,-0.216,-0.236,-0.231,-0.021,-0.123,-0.208,-0.017,-0.103
SEA,2016,8,NO,0.149,-0.066,-0.005,0.158,-0.182,0.115,-0.459,0.033
TB,2016,8,OAK,-0.333,-0.107,-0.015,-0.204,0.178,0.27,-0.01,-0.049
TEN,2016,8,JAC,0.236,0.529,1.752,0.165,0.32,0.491,-0.411,0.027
WAS,2016,8,CIN,0.042,0.236,0.677,-0.195,0.04,-0.016,0.1,-0.154
ATL,2016,9,TB,0.231,0.415,0.724,0.031,0.213,0.531,-0.462,0.03
BAL,2016,9,PIT,-0.015,-0.523,-0.295,-0.749,-0.368,-0.341,-0.424,0.14
BUF,2016,9,SEA,-0.306,0.337,0.376,0.409,0.476,0.609,0.163,-0.167
CAR,2016,9,LARM,-0.53,-0.155,0.031,-0.305,0.245,0.395,-0.092,-0.13
CLE,2016,9,DAL,-0.302,0.063,0.197,-0.201,0.265,0.874,-0.111,-0.1
DAL,2016,9,CLE,0.202,0.253,0.95,-0.11,0.097,0.307,-0.329,0.045
DEN,2016,9,OAK,-0.358,-0.193,0.072,-0.552,0.168,0.046,0.266,0.004
DET,2016,9,MIN,-0.084,-0.006,0.203,-0.228,0.137,0.283,-0.054,0.059
GB,2016,9,IND,-0.074,0.161,0.199,0.076,-0.014,-0.02,-0.005,-0.249
IND,2016,9,GB,0.309,0.096,0.032,0.182,0.057,0.055,0.063,0.271
JAC,2016,9,KC,0.034,-0.057,0.185,-0.381,-0.247,-0.278,-0.197,-0.156
KC,2016,9,JAC,-0.035,-0.248,-0.169,-0.141,-0.063,0.044,-0.208,0.15
LARM,2016,9,CAR,0.089,-0.025,0.041,-0.169,-0.089,0.132,-0.403,0.026
MIA,2016,9,NYJ,0.237,-0.055,-0.086,-0.025,-0.084,-0.219,0.127,0.207
MIN,2016,9,DET,-0.144,-0.158,0.005,-0.211,-0.08,0.012,-0.215,-0.065
NO,2016,9,SF,0.001,0.407,0.528,0.301,0.251,0.496,-0.283,-0.155
NYG,2016,9,PHI,-0.041,-0.092,0.226,-0.322,-0.163,-0.167,-0.155,-0.111
NYJ,2016,9,MIA,-0.467,-0.316,-0.441,0.079,-0.15,-0.017,-0.283,-0.301
OAK,2016,9,DEN,0.339,0.412,0.651,0.337,0.053,0.224,-0.397,-0.02
PHI,2016,9,NYG,0.194,-0.038,-0.148,0.145,-0.077,0.041,-0.265,0.155
PIT,2016,9,BAL,0.055,-0.272,0.013,-0.33,-0.503,-0.273,-0.74,-0.177
SD,2016,9,TEN,0.205,0.256,0.665,0.151,0.043,0.124,-0.102,-0.008
SEA,2016,9,BUF,0.384,0.485,0.738,0.13,0.083,0.244,-0.058,-0.018
SF,2016,9,NO,-0.113,-0.013,0.242,-0.432,0.272,0.339,0.211,0.172
TB,2016,9,ATL,-0.041,0.102,0.515,-0.752,0.153,0.332,-0.057,0.011
TEN,2016,9,SD,-0.068,0.244,0.38,0.11,0.356,0.615,0.133,0.044
ARI,2016,10,SF,-0.232,-0.273,-0.162,-0.446,-0.06,0.294,-0.444,-0.018
ATL,2016,10,PHI,-0.287,-0.058,0.163,-0.175,0.138,0.054,0.219,-0.091
BAL,2016,10,CLE,0.549,-0.003,0.137,-0.176,-0.504,-0.511,-0.487,0.048
CAR,2016,10,KC,0.215,-0.014,0.147,-0.189,-0.249,-0.388,-0.042,-0.02
CHI,2016,10,TB,-0.742,-0.701,-1.009,-0.225,0.054,0.328,-0.234,0.013
CIN,2016,10,NYG,0.076,-0.064,-0.112,0.053,0.025,0.007,0.056,0.166
CLE,2016,10,BAL,-0.8,-0.538,-0.63,-0.292,0.219,0.401,-0.012,-0.043
DAL,2016,10,PIT,0.263,0.375,0.63,0.329,0.262,0.647,-0.491,0.15
DEN,2016,10,NO,-0.394,-0.457,-0.417,-0.505,-0.091,-0.007,-0.202,-0.028
GB,2016,10,TEN,-0.458,-0.044,-0.008,0.315,0.319,1.029,-0.348,-0.094
HOU,2016,10,JAC,-0.06,0.071,0.009,0.118,0.084,0.131,-0.031,-0.048
JAC,2016,10,HOU,-0.129,0.066,0.236,-0.325,0.131,0.159,0.11,-0.063
KC,2016,10,CAR,-0.145,-0.246,-0.24,0.09,-0.039,0.046,-0.134,0.062
LARM,2016,10,NYJ,-0.128,-0.265,-0.378,-0.158,0.013,0.042,-0.02,0.15
MIA,2016,10,SD,0.66,0.331,0.962,-0.209,-0.403,-0.344,-0.508,-0.074
MIN,2016,10,WAS,-0.102,0.02,0.408,-0.532,0.11,0.369,-0.198,-0.012
NE,2016,10,SEA,-0.078,0.141,0.359,0.074,0.191,0.484,-0.268,-0.027
NO,2016,10,DEN,0.299,0.164,0.458,-0.145,-0.193,-0.134,-0.264,-0.058
NYG,2016,10,CIN,0.258,0.025,0.064,-0.042,-0.317,-0.44,-0.195,-0.083
NYJ,2016,10,LARM,-0.213,-0.073,-0.246,0.119,0.015,0.188,-0.153,-0.125
PHI,2016,10,ATL,0.566,0.016,0.108,0.283,-0.533,-0.595,-0.39,0.018
PIT,2016,10,DAL,0.282,0.456,0.921,-0.325,0.116,0.189,0.046,-0.059
SD,2016,10,MIA,-0.452,-0.501,-0.296,-0.72,0.139,0.645,-0.305,0.188
SEA,2016,10,NE,0.282,0.235,0.632,-0.11,-0.048,-0.086,-0.014,-0.001
SF,2016,10,ARI,0.157,0.002,0.249,-0.222,-0.056,0.1,-0.396,0.099
TB,2016,10,CHI,0.533,-0.109,0.575,-0.573,-0.573,-0.858,-0.184,0.069
TEN,2016,10,GB,0.654,0.513,1.424,-0.214,-0.058,-0.088,0.05,0.083
WAS,2016,10,MIN,0.509,0.406,0.851,-0.008,0.013,0.255,-0.343,0.115
ARI,2016,11,MIN,-0.295,-0.148,-0.41,0.221,-0.048,-0.04,-0.057,-0.196
BAL,2016,11,DAL,0.129,0.338,0.304,0.536,0.19,0.628,-0.362,-0.019
BUF,2016,11,CIN,0.282,-0.084,-0.282,0.145,-0.261,-0.324,-0.178,0.105
CAR,2016,11,NO,-0.197,-0.333,-0.161,-0.503,-0.155,-0.139,-0.181,-0.018
CHI,2016,11,NYG,-0.017,0.142,0.182,0.106,0.179,0.263,0.079,0.02
CIN,2016,11,BUF,-0.291,-0.338,-0.347,-0.208,-0.133,-0.322,0.024,-0.085
CLE,2016,11,PIT,-0.461,-0.498,-0.328,-0.626,-0.037,-0.235,0.22,-0.001
DAL,2016,11,BAL,0.026,0.461,0.913,-0.041,0.48,0.494,0.456,0.045
DET,2016,11,JAC,0.046,-0.273,0.193,-0.859,-0.135,0.057,-0.393,0.184
GB,2016,11,WAS,-0.428,0.048,0.244,-0.145,0.39,0.737,0.032,-0.086
HOU,2016,11,OAK,-0.139,-0.167,-0.022,-0.179,-0.088,0.243,-0.564,-0.06
IND,2016,11,TEN,0.105,-0.012,0.214,-0.11,-0.131,-0.053,-0.257,-0.014
JAC,2016,11,DET,-0.424,-0.483,-0.304,-0.602,-0.205,0.162,-0.806,-0.146
KC,2016,11,TB,0.155,0.233,0.452,-0.049,0.112,0.348,-0.155,0.034
LARM,2016,11,MIA,-0.196,-0.404,-0.295,-0.278,-0.129,-0.126,-0.135,0.079
MIA,2016,11,LARM,-0.115,-0.023,-0.074,0.06,0.023,0.056,-0.018,-0.069
MIN,2016,11,ARI,0.318,-0.048,0.132,-0.055,-0.18,-0.431,0.1,0.185
NE,2016,11,SF,0.28,0.225,0.478,0.02,-0.045,0.142,-0.24,0.01
NO,2016,11,CAR,0.16,0.04,0.199,0.024,-0.174,0.082,-0.437,-0.054
NYG,2016,11,CHI,0.168,0.105,0.298,-0.117,-0.126,-0.09,-0.159,-0.063
OAK,2016,11,HOU,0.035,0.102,0.667,-0.492,0.075,0.241,-0.111,0.008
PHI,2016,11,SEA,-0.334,-0.065,-0.115,0.167,0.277,0.53,0.016,0.007
PIT,2016,11,CLE,0.228,-0.114,-0.258,0.275,-0.336,-0.236,-0.661,0.005
SEA,2016,11,PHI,0.43,0.369,0.897,0.083,-0.125,-0.114,-0.143,-0.064
SF,2016,11,NE,-0.359,-0.113,-0.032,-0.029,0.135,0.181,0.081,-0.111
TB,2016,11,KC,-0.013,0.069,0.659,-0.432,0.103,0.211,-0.036,0.021
TEN,2016,11,IND,-0.185,-0.154,0.034,-0.305,-0.007,0.219,-0.269,-0.039
WAS,2016,11,GB,0.612,0.589,1.091,0.257,0.027,0.112,-0.184,0.05
ARI,2016,12,ATL,-0.126,-0.161,-0.1,-0.344,-0.031,-0.137,0.086,0.004
ATL,2016,12,ARI,0.446,0.42,0.466,0.368,-0.009,0.086,-0.271,0.017
BAL,2016,12,CIN,0.452,-0.144,0.026,-0.353,-0.324,-0.325,-0.321,0.272
BUF,2016,12,JAC,0.229,0.302,0.579,0.156,0.119,0.007,0.2,0.046
CAR,2016,12,OAK,-0.082,-0.077,-0.153,-0.001,-0.109,0.225,-0.505,-0.114
CHI,2016,12,TEN,-0.347,-0.131,-0.055,-0.211,0.25,0.751,-0.056,0.034
CIN,2016,12,BAL,-0.161,-0.257,-0.243,-0.156,-0.09,0.071,-0.291,0.006
CLE,2016,12,NYG,-0.534,-0.189,0.098,-0.331,0.268,0.553,-0.079,-0.077
DAL,2016,12,WAS,0.475,0.575,0.638,0.528,0.157,0.397,-0.438,0.057
DEN,2016,12,KC,-0.213,0.003,0.574,-0.268,-0.137,-0.216,-0.008,-0.353
DET,2016,12,MIN,0.167,0.126,0.134,0.106,-0.005,-0.151,0.258,0.036
GB,2016,12,PHI,0.527,0.517,0.947,0.02,0.037,-0.028,0.131,0.047
HOU,2016,12,SD,-0.321,-0.164,-0.007,-0.292,0.149,0.316,-0.069,-0.007
IND,2016,12,PIT,-0.754,-0.366,-0.334,-0.412,0.387,0.668,0.188,-0.001
JAC,2016,12,BUF,-0.213,-0.074,-0.054,0.036,0.069,0.395,-0.181,-0.071
KC,2016,12,DEN,0.412,0.195,0.323,-0.008,0.144,0.423,-0.102,0.36
LARM,2016,12,NO,-0.602,-0.483,-0.447,-0.278,0.342,0.676,0.021,0.223
MIA,2016,12,SF,-0.062,0.203,0.691,-0.325,0.289,0.281,0.302,0.024
MIN,2016,12,DET,-0.263,-0.278,-0.443,0.137,0.008,-0.043,0.123,0.023
NE,2016,12,NYJ,0.013,0.233,0.212,0.284,0.235,0.481,-0.071,0.015
NO,2016,12,LARM,0.229,0.461,0.798,0.188,0.095,0.181,-0.044,-0.137
NYG,2016,12,CLE,0.142,-0.028,0.357,-0.308,-0.098,0.146,-0.527,0.072
NYJ,2016,12,NE,0.16,0.206,0.28,0.116,0.009,0.008,0.012,-0.036
OAK,2016,12,CAR,0.145,0.066,0.442,-0.397,0.029,0.007,0.052,0.108
PHI,2016,12,GB,-0.123,-0.015,-0.147,0.261,0.214,0.438,-0.118,0.106
PIT,2016,12,IND,0.874,0.453,0.874,0.159,-0.425,-0.39,-0.476,-0.005
SD,2016,12,HOU,0.137,0.162,0.448,-0.084,0.004,0.211,-0.235,-0.02
SEA,2016,12,TB,-0.493,-0.422,-0.768,0.038,0.099,0.362,-0.102,0.028
SF,2016,12,MIA,-0.054,0.265,0.264,0.428,0.256,0.657,-0.188,-0.063
TB,2016,12,SEA,0.617,0.161,0.583,-0.009,-0.483,-0.941,0.156,-0.027
TEN,2016,12,CHI,0.35,0.361,1.138,-0.091,0.057,0.151,-0.169,0.046
WAS,2016,12,DAL,-0.273,0.249,0.558,-0.369,0.384,0.404,0.369,-0.139
ARI,2016,13,WAS,0.122,-0.003,0.219,-0.317,-0.224,-0.323,-0.025,-0.099
ATL,2016,13,KC,-0.237,0.179,0.318,0.15,0.465,0.647,0.248,0.048
BAL,2016,13,MIA,0.933,0.537,0.704,0.317,-0.319,-0.319,-0.32,0.076
